lr-Adam,step,train_loss,tm1,tm2,epoch,val_loss,vm1,vm2
,69,103.53114318847656,8.174416542053223,8.012170791625977,4,,,
0.01,70,,,,,,,
,70,67.73844146728516,6.669487953186035,6.777700424194336,4,,,
0.01,71,,,,,,,
,71,159.41717529296875,10.721498489379883,10.867555618286133,4,,,
0.01,72,,,,,,,
,72,135.355224609375,9.897384643554688,9.77981948852539,4,,,
0.01,73,,,,,,,
,73,145.9313201904297,10.806432723999023,10.978414535522461,4,,,
0.01,74,,,,,,,
,74,91.95843505859375,8.137332916259766,8.207755088806152,4,,,
0.01,75,,,,,,,
,75,160.26425170898438,10.721456527709961,10.728227615356445,4,,,
0.01,76,,,,,,,
,76,122.29537963867188,9.352527618408203,9.594779968261719,4,,,
0.01,77,,,,,,,
,77,133.33929443359375,9.859136581420898,9.464065551757812,4,,,
0.01,78,,,,,,,
,78,86.178466796875,7.856621742248535,7.70544958114624,4,,,
0.01,79,,,,,,,
,79,114.63458251953125,9.021166801452637,8.985194206237793,4,,,
,79,,,,4,121.42935943603516,9.65646743774414,9.701107025146484
0.01,80,,,,,,,
,80,126.79660034179688,8.682001113891602,8.507047653198242,5,,,
0.01,81,,,,,,,
,81,87.06954956054688,7.9476118087768555,7.841407299041748,5,,,
0.01,82,,,,,,,
,82,69.89654541015625,6.524291515350342,6.7157368659973145,5,,,
0.01,83,,,,,,,
,83,102.18803405761719,8.188730239868164,8.108060836791992,5,,,
0.01,84,,,,,,,
,84,99.91050720214844,8.927423477172852,8.688124656677246,5,,,
0.01,85,,,,,,,
,85,106.01659393310547,9.012153625488281,8.875472068786621,5,,,
0.01,86,,,,,,,
,86,111.39866638183594,9.119991302490234,9.278556823730469,5,,,
0.01,87,,,,,,,
,87,86.90726470947266,7.433686256408691,7.533602714538574,5,,,
0.01,88,,,,,,,
,88,97.80799865722656,8.048891067504883,8.090574264526367,5,,,
0.01,89,,,,,,,
,89,127.78511047363281,10.054205894470215,10.092763900756836,5,,,
0.01,90,,,,,,,
,90,164.13157653808594,11.063047409057617,11.064855575561523,5,,,
0.01,91,,,,,,,
,91,122.57745361328125,9.240875244140625,9.25039291381836,5,,,
0.01,92,,,,,,,
,92,99.99078369140625,8.574833869934082,8.732036590576172,5,,,
0.01,93,,,,,,,
,93,90.19926452636719,8.35515022277832,8.362491607666016,5,,,
0.01,94,,,,,,,
,94,121.95455932617188,9.786523818969727,9.662399291992188,5,,,
0.01,95,,,,,,,
,95,86.64996337890625,7.411552429199219,7.599132061004639,5,,,
,95,,,,5,106.51469421386719,8.999175071716309,9.05911922454834
0.01,96,,,,,,,
,96,112.69795227050781,8.988048553466797,8.905216217041016,6,,,
0.01,97,,,,,,,
,97,114.03759765625,9.242729187011719,8.963319778442383,6,,,
0.01,98,,,,,,,
,98,58.4060173034668,6.137879371643066,6.373210906982422,6,,,
0.01,99,,,,,,,
,99,98.6148681640625,8.609313011169434,8.62595272064209,6,,,
0.01,100,,,,,,,
,100,119.59769439697266,9.061363220214844,9.03371810913086,6,,,
0.01,101,,,,,,,
,101,84.28933715820312,8.18226432800293,7.817442417144775,6,,,
0.01,102,,,,,,,
,102,102.127197265625,8.6304931640625,8.7931489944458,6,,,
0.01,103,,,,,,,
,103,119.96399688720703,9.13508129119873,9.27908706665039,6,,,
0.01,104,,,,,,,
,104,69.817626953125,7.183541297912598,7.480890274047852,6,,,
0.01,105,,,,,,,
,105,101.73435974121094,9.117374420166016,9.133180618286133,6,,,
0.01,106,,,,,,,
,106,74.65570068359375,7.102202415466309,6.825164794921875,6,,,
0.01,107,,,,,,,
,107,61.145050048828125,6.419843673706055,6.467998504638672,6,,,
0.01,108,,,,,,,
,108,129.25607299804688,10.037182807922363,10.132911682128906,6,,,
0.01,109,,,,,,,
,109,68.66293334960938,6.40262508392334,6.315777778625488,6,,,
0.01,110,,,,,,,
,110,91.10536193847656,7.930074214935303,8.087715148925781,6,,,
0.01,111,,,,,,,
,111,146.3586883544922,11.51046371459961,11.179110527038574,6,,,
,111,,,,6,92.04733276367188,8.309370040893555,8.382604598999023
0.01,112,,,,,,,
,112,87.06228637695312,8.334135055541992,8.294843673706055,7,,,
0.01,113,,,,,,,
,113,86.27912902832031,7.837059020996094,7.751183986663818,7,,,
0.01,114,,,,,,,
,114,80.16854095458984,7.202466011047363,7.128778457641602,7,,,
0.01,115,,,,,,,
,115,113.61774444580078,9.266834259033203,9.324956893920898,7,,,
0.01,116,,,,,,,
,116,65.91106414794922,6.656149864196777,6.644015789031982,7,,,
0.01,117,,,,,,,
,117,96.88227844238281,8.531587600708008,8.382237434387207,7,,,
0.01,118,,,,,,,
,118,56.73228073120117,6.434634685516357,6.350602149963379,7,,,
0.01,119,,,,,,,
,119,61.83791732788086,6.6338276863098145,6.8078389167785645,7,,,
0.01,120,,,,,,,
,120,77.41096496582031,7.561374664306641,7.500338554382324,7,,,
0.01,121,,,,,,,
,121,100.10427856445312,8.229212760925293,8.19612979888916,7,,,
0.01,122,,,,,,,
,122,47.86951446533203,5.839817047119141,6.064425945281982,7,,,
0.01,123,,,,,,,
,123,78.98477172851562,7.798541069030762,7.894732475280762,7,,,
0.01,124,,,,,,,
,124,105.9609375,8.881206512451172,8.91946029663086,7,,,
0.01,125,,,,,,,
,125,96.84580993652344,8.626321792602539,8.563538551330566,7,,,
0.01,126,,,,,,,
,126,83.10264587402344,7.742525577545166,7.738238334655762,7,,,
0.01,127,,,,,,,
,127,82.99816131591797,7.468350410461426,7.362772464752197,7,,,
,127,,,,7,78.31950378417969,7.583690166473389,7.67287015914917
0.01,128,,,,,,,
,128,76.41329956054688,7.8713908195495605,7.955684661865234,8,,,
0.01,129,,,,,,,
,129,86.8768310546875,8.445459365844727,8.21980094909668,8,,,
0.01,130,,,,,,,
,130,63.946083068847656,6.737818717956543,6.531723976135254,8,,,
0.01,131,,,,,,,
,131,72.27531433105469,7.243116855621338,7.116443634033203,8,,,
0.01,132,,,,,,,
,132,67.04077911376953,6.986855506896973,7.086025714874268,8,,,
0.01,133,,,,,,,
,133,67.52381896972656,6.585356712341309,6.5741119384765625,8,,,
0.01,134,,,,,,,
,134,77.68051147460938,7.662868976593018,7.60063362121582,8,,,
0.01,135,,,,,,,
,135,64.87275695800781,6.866968631744385,6.728464126586914,8,,,
0.01,136,,,,,,,
,136,67.19187927246094,7.084883213043213,7.083770275115967,8,,,
0.01,137,,,,,,,
,137,84.61759948730469,8.184554100036621,8.17092514038086,8,,,
0.01,138,,,,,,,
,138,67.90963745117188,6.861831188201904,6.907299041748047,8,,,
0.01,139,,,,,,,
,139,61.579010009765625,6.391306400299072,6.674882888793945,8,,,
0.01,140,,,,,,,
,140,88.76522827148438,8.313972473144531,8.334636688232422,8,,,
0.01,141,,,,,,,
,141,57.95964050292969,6.263490200042725,6.173704624176025,8,,,
0.01,142,,,,,,,
,142,73.24140930175781,7.003085613250732,7.125910758972168,8,,,
0.01,143,,,,,,,
,143,62.767879486083984,6.917489051818848,7.21193790435791,8,,,
,143,,,,8,65.51905822753906,6.826512813568115,6.9128193855285645
0.01,144,,,,,,,
,144,62.33279037475586,6.739720821380615,6.4737114906311035,9,,,
0.01,145,,,,,,,
,145,77.71224212646484,7.772942066192627,7.656986236572266,9,,,
0.01,146,,,,,,,
,146,59.50284957885742,6.651601314544678,6.75039005279541,9,,,
0.01,147,,,,,,,
,147,62.72426986694336,6.820311546325684,6.945559501647949,9,,,
0.01,148,,,,,,,
,148,60.17548751831055,6.877947807312012,6.750905513763428,9,,,
0.01,149,,,,,,,
,149,60.2835693359375,6.573936462402344,6.328276634216309,9,,,
0.01,150,,,,,,,
,150,51.02738952636719,6.2806291580200195,6.088290214538574,9,,,
0.01,151,,,,,,,
,151,53.15142822265625,6.09770393371582,6.138681411743164,9,,,
0.01,152,,,,,,,
,152,59.81190490722656,6.770151138305664,6.758530616760254,9,,,
0.01,153,,,,,,,
,153,67.88587951660156,7.060331344604492,7.106435775756836,9,,,
0.01,154,,,,,,,
,154,53.247772216796875,6.323288917541504,6.28901481628418,9,,,
0.01,155,,,,,,,
,155,76.99256896972656,7.644299030303955,7.885631561279297,9,,,
0.01,156,,,,,,,
,156,45.8572883605957,5.692632675170898,5.6270952224731445,9,,,
0.01,157,,,,,,,
,157,65.26625061035156,6.871401309967041,7.0427045822143555,9,,,
0.01,158,,,,,,,
,158,74.15078735351562,7.303531169891357,7.249382019042969,9,,,
0.01,159,,,,,,,
,159,65.56847381591797,6.899056911468506,6.878073215484619,9,,,
,159,,,,9,53.80868911743164,6.103137016296387,6.17189359664917
0.01,160,,,,,,,
,160,61.5921630859375,6.863679885864258,6.81655216217041,10,,,
0.01,161,,,,,,,
,161,49.41669464111328,6.145955562591553,5.902160167694092,10,,,
0.01,162,,,,,,,
,162,66.07862854003906,6.919898986816406,6.816852569580078,10,,,
0.01,163,,,,,,,
,163,44.87814712524414,6.012760639190674,6.038746356964111,10,,,
0.01,164,,,,,,,
,164,45.16364669799805,5.810552597045898,5.643716812133789,10,,,
0.01,165,,,,,,,
,165,77.29107666015625,7.7327775955200195,7.804834365844727,10,,,
0.01,166,,,,,,,
,166,51.91730499267578,5.820448398590088,6.0074143409729,10,,,
0.01,167,,,,,,,
,167,44.552921295166016,5.791615962982178,5.645371437072754,10,,,
0.01,168,,,,,,,
,168,59.18760299682617,6.893444061279297,7.003264427185059,10,,,
0.01,169,,,,,,,
,169,33.56666564941406,4.984503746032715,4.909876823425293,10,,,
0.01,170,,,,,,,
,170,52.24901580810547,6.2406005859375,6.120441913604736,10,,,
0.01,171,,,,,,,
,171,46.58500289916992,5.620998382568359,5.712746620178223,10,,,
0.01,172,,,,,,,
,172,52.48806381225586,6.306558132171631,6.4050397872924805,10,,,
0.01,173,,,,,,,
,173,62.316551208496094,6.8528571128845215,6.97169303894043,10,,,
0.01,174,,,,,,,
,174,49.83642578125,6.0775556564331055,5.942777156829834,10,,,
0.01,175,,,,,,,
,175,95.54574584960938,8.837775230407715,9.373247146606445,10,,,
,175,,,,10,45.02861785888672,5.564363956451416,5.660802364349365
0.01,176,,,,,,,
,176,57.84696960449219,6.461238384246826,6.497878551483154,11,,,
0.01,177,,,,,,,
,177,63.3864631652832,6.525074481964111,6.765711784362793,11,,,
0.01,178,,,,,,,
,178,60.98666763305664,6.756099700927734,6.829299449920654,11,,,
0.01,179,,,,,,,
,179,60.25297927856445,6.892413139343262,6.888314247131348,11,,,
0.01,180,,,,,,,
,180,54.40576171875,6.638190269470215,6.353951930999756,11,,,
0.01,181,,,,,,,
,181,51.67900085449219,6.245482444763184,6.287959098815918,11,,,
0.01,182,,,,,,,
,182,27.37244415283203,4.485279083251953,4.502774238586426,11,,,
0.01,183,,,,,,,
,183,43.14633560180664,5.471567630767822,5.446496963500977,11,,,
0.01,184,,,,,,,
,184,40.112159729003906,5.095150947570801,5.25908088684082,11,,,
0.01,185,,,,,,,
,185,57.30083084106445,6.5251784324646,6.437841415405273,11,,,
0.01,186,,,,,,,
,186,45.65454864501953,5.785505294799805,5.657969951629639,11,,,
0.01,187,,,,,,,
,187,46.24101638793945,5.920257091522217,6.070824146270752,11,,,
0.01,188,,,,,,,
,188,38.73473358154297,5.487465858459473,5.337611198425293,11,,,
0.01,189,,,,,,,
,189,46.50011444091797,5.674388408660889,5.824869155883789,11,,,
0.01,190,,,,,,,
,190,47.38928985595703,6.041977882385254,5.915642738342285,11,,,
0.01,191,,,,,,,
,191,54.392303466796875,6.0503411293029785,6.04641056060791,11,,,
,191,,,,11,39.80199432373047,5.22578239440918,5.309852123260498
0.01,192,,,,,,,
,192,46.73002624511719,5.922670841217041,6.074595928192139,12,,,
0.01,193,,,,,,,
,193,39.8502197265625,5.205115795135498,5.289239406585693,12,,,
0.01,194,,,,,,,
,194,71.22096252441406,7.28339958190918,7.314410209655762,12,,,
0.01,195,,,,,,,
,195,49.51140594482422,5.919188976287842,5.972643852233887,12,,,
0.01,196,,,,,,,
,196,40.01485061645508,5.336218357086182,5.219695091247559,12,,,
0.01,197,,,,,,,
,197,45.837135314941406,5.466071128845215,5.581638813018799,12,,,
0.01,198,,,,,,,
,198,37.91967010498047,5.152727127075195,5.186764240264893,12,,,
0.01,199,,,,,,,
,199,58.131080627441406,6.566549301147461,6.712658405303955,12,,,
0.01,200,,,,,,,
,200,39.03978729248047,5.1390838623046875,5.094717025756836,12,,,
0.01,201,,,,,,,
,201,58.86809539794922,6.91715145111084,6.592496871948242,12,,,
0.01,202,,,,,,,
,202,33.08599853515625,4.868058204650879,4.7400312423706055,12,,,
0.01,203,,,,,,,
,203,66.02120971679688,7.3970160484313965,7.263092994689941,12,,,
0.01,204,,,,,,,
,204,24.401710510253906,3.895632266998291,3.8749213218688965,12,,,
0.01,205,,,,,,,
,205,56.9377326965332,6.3828630447387695,6.691130638122559,12,,,
0.01,206,,,,,,,
,206,40.050201416015625,5.567981719970703,5.385276794433594,12,,,
0.01,207,,,,,,,
,207,50.30460739135742,6.4952073097229,6.290786266326904,12,,,
,207,,,,12,36.95703125,5.042013168334961,5.096040725708008
0.01,208,,,,,,,
,208,42.12725067138672,5.425454139709473,5.171975135803223,13,,,
0.01,209,,,,,,,
,209,42.348548889160156,5.395083427429199,5.45446252822876,13,,,
0.01,210,,,,,,,
,210,48.67211151123047,5.833192825317383,5.657844543457031,13,,,
0.01,211,,,,,,,
,211,55.48382568359375,6.549234867095947,6.416957378387451,13,,,
0.01,212,,,,,,,
,212,35.999595642089844,4.57911491394043,4.568850517272949,13,,,
0.01,213,,,,,,,
,213,35.51178741455078,4.744046211242676,4.90032434463501,13,,,
0.01,214,,,,,,,
,214,38.837669372558594,5.0563154220581055,5.0516581535339355,13,,,
0.01,215,,,,,,,
,215,49.37017822265625,5.997878551483154,6.252214431762695,13,,,
0.01,216,,,,,,,
,216,39.95643615722656,5.327391624450684,5.106752395629883,13,,,
0.01,217,,,,,,,
,217,43.97639846801758,5.707911491394043,5.781412124633789,13,,,
0.01,218,,,,,,,
,218,46.8377799987793,5.947705268859863,5.996870994567871,13,,,
0.01,219,,,,,,,
,219,52.21709060668945,6.129099369049072,5.967360019683838,13,,,
0.01,220,,,,,,,
,220,55.1192512512207,6.3550944328308105,6.42207145690918,13,,,
0.01,221,,,,,,,
,221,40.84776306152344,5.292985916137695,5.443488597869873,13,,,
0.01,222,,,,,,,
,222,69.23148345947266,7.196061134338379,7.520228862762451,13,,,
0.01,223,,,,,,,
,223,56.48765182495117,6.780619144439697,6.814077854156494,13,,,
,223,,,,13,35.811214447021484,4.9246978759765625,5.023979187011719
0.01,224,,,,,,,
,224,49.598899841308594,6.020023822784424,6.048250198364258,14,,,
0.01,225,,,,,,,
,225,43.72441864013672,5.68601131439209,5.541854381561279,14,,,
0.01,226,,,,,,,
,226,43.331077575683594,5.271793365478516,5.275102615356445,14,,,
0.01,227,,,,,,,
,227,36.85887145996094,4.871947765350342,4.945863246917725,14,,,
0.01,228,,,,,,,
,228,24.33734893798828,3.7240219116210938,3.960973024368286,14,,,
0.01,229,,,,,,,
,229,64.82772827148438,7.0296196937561035,7.212184906005859,14,,,
0.01,230,,,,,,,
,230,39.51637268066406,4.960193157196045,5.0547895431518555,14,,,
0.01,231,,,,,,,
,231,35.62815475463867,5.182803153991699,5.228428363800049,14,,,
0.01,232,,,,,,,
,232,55.44240188598633,6.056949615478516,6.263197422027588,14,,,
0.01,233,,,,,,,
,233,44.78422546386719,5.538141250610352,5.69963264465332,14,,,
0.01,234,,,,,,,
,234,63.06653594970703,6.773714542388916,7.157611846923828,14,,,
0.01,235,,,,,,,
,235,32.012481689453125,4.582241058349609,4.729312896728516,14,,,
0.01,236,,,,,,,
,236,40.3348388671875,5.099177360534668,5.406085014343262,14,,,
0.01,237,,,,,,,
,237,42.70541763305664,5.497400283813477,5.7261505126953125,14,,,
0.01,238,,,,,,,
,238,63.44599151611328,6.888308525085449,7.365441799163818,14,,,
0.01,239,,,,,,,
,239,26.55670738220215,3.86582612991333,4.464950084686279,14,,,
,239,,,,14,33.509132385253906,4.550778388977051,4.939074516296387
0.01,240,,,,,,,
,240,49.681541442871094,5.867282867431641,6.052763938903809,15,,,
0.01,241,,,,,,,
,241,32.43316650390625,4.432504177093506,5.00423526763916,15,,,
0.01,242,,,,,,,
,242,46.55631637573242,6.013674736022949,6.268840312957764,15,,,
0.01,243,,,,,,,
,243,43.539276123046875,5.186088562011719,5.797327518463135,15,,,
0.01,244,,,,,,,
,244,35.01007080078125,4.583022117614746,5.13955020904541,15,,,
0.01,245,,,,,,,
,245,32.14834976196289,4.267125129699707,5.036805152893066,15,,,
0.01,246,,,,,,,
,246,37.80225372314453,4.880454063415527,5.72852897644043,15,,,
0.01,247,,,,,,,
,247,43.83696746826172,5.115304470062256,5.986329078674316,15,,,
0.01,248,,,,,,,
,248,36.844417572021484,4.429120063781738,5.062319278717041,15,,,
0.01,249,,,,,,,
,249,38.54753875732422,4.568645000457764,5.4550395011901855,15,,,
0.01,250,,,,,,,
,250,43.84486389160156,5.341017723083496,6.100424766540527,15,,,
0.01,251,,,,,,,
,251,43.3006591796875,4.8240861892700195,5.568840026855469,15,,,
0.01,252,,,,,,,
,252,33.170814514160156,4.134979248046875,4.608870029449463,15,,,
0.01,253,,,,,,,
,253,37.357200622558594,4.864505767822266,5.583288192749023,15,,,
0.01,254,,,,,,,
,254,42.931854248046875,4.9004621505737305,6.0936279296875,15,,,
0.01,255,,,,,,,
,255,33.31660079956055,3.9942421913146973,4.938415050506592,15,,,
,255,,,,15,28.545316696166992,3.7453794479370117,4.756532192230225
0.01,256,,,,,,,
,256,53.03110885620117,5.669444561004639,6.726104736328125,16,,,
0.01,257,,,,,,,
,257,54.42321014404297,5.943546295166016,7.076488494873047,16,,,
0.01,258,,,,,,,
,258,27.18264389038086,3.4358201026916504,4.660055637359619,16,,,
0.01,259,,,,,,,
,259,40.02544403076172,4.941290855407715,5.6911420822143555,16,,,
0.01,260,,,,,,,
,260,39.90180206298828,4.766371726989746,5.90011739730835,16,,,
0.01,261,,,,,,,
,261,30.48550033569336,4.1645002365112305,5.018648147583008,16,,,
0.01,262,,,,,,,
,262,21.46725845336914,3.1979758739471436,3.809281826019287,16,,,
0.01,263,,,,,,,
,263,25.619539260864258,3.480562686920166,4.8860979080200195,16,,,
0.01,264,,,,,,,
,264,34.73274230957031,4.145105361938477,5.241135597229004,16,,,
0.01,265,,,,,,,
,265,30.922809600830078,3.694836139678955,4.791119575500488,16,,,
0.01,266,,,,,,,
,266,36.7093391418457,4.518218040466309,5.677648067474365,16,,,
0.01,267,,,,,,,
,267,27.128692626953125,3.956120014190674,4.8000407218933105,16,,,
0.01,268,,,,,,,
,268,26.65340805053711,4.093271732330322,4.427387714385986,16,,,
0.01,269,,,,,,,
,269,30.443817138671875,4.425759315490723,4.956474781036377,16,,,
0.01,270,,,,,,,
,270,33.30804443359375,4.695871353149414,5.6203107833862305,16,,,
0.01,271,,,,,,,
,271,51.38103103637695,5.931058406829834,6.75636625289917,16,,,
,271,,,,16,26.013853073120117,3.7666468620300293,4.522003650665283
0.01,272,,,,,,,
,272,31.331270217895508,4.197543144226074,5.193174362182617,17,,,
0.01,273,,,,,,,
,273,26.15334129333496,3.7010889053344727,4.803211212158203,17,,,
0.01,274,,,,,,,
,274,29.15408706665039,3.6692795753479004,4.747120380401611,17,,,
0.01,275,,,,,,,
,275,24.627256393432617,3.346170425415039,4.733707427978516,17,,,
0.01,276,,,,,,,
,276,21.333911895751953,3.139338493347168,4.37094783782959,17,,,
0.01,277,,,,,,,
,277,30.61932945251465,3.863558530807495,5.016526699066162,17,,,
0.01,278,,,,,,,
,278,30.92026138305664,3.7247109413146973,5.034180641174316,17,,,
0.01,279,,,,,,,
,279,28.483783721923828,4.00009822845459,4.804470539093018,17,,,
0.01,280,,,,,,,
,280,34.805274963378906,4.17747163772583,5.2036285400390625,17,,,
0.01,281,,,,,,,
,281,20.141117095947266,3.1109774112701416,3.6834869384765625,17,,,
0.01,282,,,,,,,
,282,25.218589782714844,3.5032944679260254,4.624363422393799,17,,,
0.01,283,,,,,,,
,283,31.55486297607422,4.134463787078857,5.274295806884766,17,,,
0.01,284,,,,,,,
,284,37.51911163330078,4.845001220703125,6.008679389953613,17,,,
0.01,285,,,,,,,
,285,29.411907196044922,3.863908052444458,4.98429012298584,17,,,
0.01,286,,,,,,,
,286,26.867328643798828,3.814605236053467,4.646711349487305,17,,,
0.01,287,,,,,,,
,287,37.2442512512207,4.440064907073975,5.628870010375977,17,,,
,287,,,,17,21.02265739440918,3.074784755706787,3.9995357990264893
0.01,288,,,,,,,
,288,23.144777297973633,3.4565343856811523,4.575139045715332,18,,,
0.01,289,,,,,,,
,289,16.866100311279297,2.7590534687042236,3.4083099365234375,18,,,
0.01,290,,,,,,,
,290,27.485822677612305,3.6196951866149902,4.70391845703125,18,,,
0.01,291,,,,,,,
,291,22.808818817138672,3.4434752464294434,4.562003135681152,18,,,
0.01,292,,,,,,,
,292,21.91787338256836,3.119058609008789,4.370721340179443,18,,,
0.01,293,,,,,,,
,293,18.468666076660156,3.028315544128418,3.8499836921691895,18,,,
0.01,294,,,,,,,
,294,15.959552764892578,2.67254376411438,3.298926830291748,18,,,
0.01,295,,,,,,,
